gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,Yes,No,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,117.68,4044.12,Yes
Female,Yes,No,No,57,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),63.35,6774.91,Yes
Female,Yes,No,No,58,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),45.53,526.17,Yes
Male,Yes,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,62.07,5538.5,No
Female,No,No,No,28,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.18,1721.48,Yes
Male,No,No,No,52,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24.44,9953.77,No
Male,No,No,No,9,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,77.39,9803.71,Yes
Female,No,Yes,No,71,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,75.96,6371.86,No
Female,Yes,Yes,Yes,7,Yes,No,No,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,101.6,2278.79,Yes
Male,No,Yes,Yes,46,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),107.82,7966.6,Yes
Female,Yes,No,Yes,12,Yes,No phone service,No,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),112.74,1122.85,No
Male,Yes,Yes,No,67,No,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),25.37,5465.68,Yes
Male,Yes,No,No,54,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,52.37,574.35,Yes
Male,Yes,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,5807.69,Yes
Female,No,Yes,No,5,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),72.79,3068.17,No
Female,No,Yes,Yes,35,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.26,5465.24,No
Male,Yes,Yes,Yes,46,No,No,No,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,82.27,7468.63,No
Male,No,No,No,36,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),80.91,4469.19,No
Male,Yes,No,Yes,31,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.01,6333.93,No
Female,No,No,Yes,21,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.37,171.58,No
Male,Yes,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,117.92,9015.02,Yes
Female,No,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.9,4690.93,Yes
Female,Yes,Yes,No,31,No,Yes,No,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),84.01,9276.58,No
Female,Yes,No,No,34,Yes,No,No,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,55.16,8594.28,Yes
Male,No,No,No,36,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,37.53,9681.65,No
Male,No,Yes,Yes,67,Yes,No phone service,No,No,No,No,No,No,No,One year,No,Mailed check,27.05,5210.9,No
Female,No,Yes,No,1,No,No,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),46.61,6665.4,Yes
Male,No,Yes,Yes,62,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),104.82,2117.68,No
Male,No,No,No,9,No,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),49.27,5037.68,No
Male,No,No,No,64,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),119.1,7374.16,No
Female,Yes,No,No,15,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),27.3,3562.55,No
Male,Yes,No,No,27,Yes,No phone service,No,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),117.2,7822.68,Yes
Male,No,No,Yes,45,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,92.1,5462.54,Yes
Female,Yes,No,Yes,12,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),42.64,9058.2,No
Male,No,Yes,Yes,46,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),112.33,1399.91,No
Male,Yes,Yes,Yes,66,Yes,No phone service,No,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),51.21,7813.94,Yes
Male,No,Yes,No,57,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.55,7810.75,Yes
Male,No,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,110.43,7142.67,No
Female,No,No,No,46,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),32.18,1343.2,No
Male,No,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,82.17,3065.35,Yes
Male,No,Yes,Yes,14,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,41.55,8475.24,Yes
Male,No,Yes,No,52,No,No,No,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,78.91,5475.23,No
Male,Yes,No,Yes,72,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,55.65,7005.81,No
Male,Yes,No,Yes,48,No,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),32.58,6881.91,Yes
Male,No,Yes,Yes,13,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),73.39,8083.67,Yes
Female,No,Yes,Yes,59,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.87,1543.89,No
Male,No,No,No,39,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),29.48,8085.98,Yes
Female,No,Yes,No,49,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,58.77,5295.62,Yes
Male,Yes,No,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),75.7,9416.56,Yes
Female,No,No,No,6,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),25.49,9208.83,No
Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,30.28,8053.34,No
Female,Yes,No,No,23,No,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,109.44,3993.45,No
Female,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),60.86,188.89,Yes
Female,Yes,Yes,Yes,66,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,92.99,5255.75,No
Female,Yes,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.73,4665.11,Yes
Male,No,Yes,Yes,63,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.96,8079.46,No
Female,Yes,No,No,64,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),77.37,2094.14,Yes
Male,Yes,No,Yes,51,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,26.24,3497.07,No
Male,Yes,Yes,Yes,23,No,No phone service,No,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,51.82,7517.73,Yes
Male,No,Yes,No,25,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),34.94,1325.63,Yes
Female,Yes,Yes,Yes,50,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,115.34,9840.11,No
Female,Yes,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,67.11,9148.2,Yes
Female,Yes,Yes,Yes,16,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),115.24,9357.44,No
Female,No,Yes,Yes,15,No,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.24,4496.12,No
Female,No,Yes,Yes,56,No,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,90.06,9514.34,Yes
Male,Yes,Yes,Yes,60,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.21,895.34,Yes
Female,Yes,No,No,65,Yes,No,No,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),67.11,8599.78,No
Female,Yes,No,No,23,No,No phone service,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),76.05,4043.94,No
Female,Yes,Yes,No,13,No,No phone service,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.82,7672.81,No
Female,No,No,No,20,No,No,No,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),117.04,4810.76,Yes
Female,No,No,Yes,5,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),98.2,3277,No
Female,Yes,No,No,69,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),115.94,5099.12,No
Male,No,No,No,52,No,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,97.87,698.99,Yes
Female,Yes,No,Yes,7,No,No phone service,No,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),60.38,8932.71,Yes
Female,No,No,No,60,No,Yes,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,106.97,3094,Yes
Female,Yes,No,No,64,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.27,3714.97,Yes
Male,Yes,Yes,No,49,No,No,No,No,No,No,No,No,Yes,One year,No,Electronic check,114.66,4795.33,Yes
Male,Yes,Yes,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,105.85,9211.04,Yes
Female,No,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),69.29,1591.23,Yes
Female,Yes,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),100.16,5712.14,No
Male,Yes,No,No,10,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.78,2957.9,No
Male,No,Yes,No,37,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.89,5341.63,Yes
Male,No,No,No,25,No,No,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,62.86,5704.3,No
Male,No,No,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,74.44,7785.04,No
Female,Yes,Yes,No,64,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),33.04,9983.96,Yes
Female,Yes,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),59.43,8158.34,Yes
Female,Yes,No,No,50,No,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.24,9208.76,No
Female,No,Yes,Yes,59,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.87,3040.32,No
Female,No,No,No,8,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),106.24,2977.71,No
Female,Yes,No,Yes,14,No,No phone service,No,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.13,1677.11,No
Male,No,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),92.15,3981.78,Yes
Female,No,Yes,No,66,No,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,98.02,7595.41,No
Male,Yes,No,No,67,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,95.36,7027.61,Yes
Female,Yes,No,No,28,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,115.75,2664.67,Yes
Male,Yes,No,Yes,56,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,73.12,6153.07,Yes
Female,Yes,Yes,No,59,No,No phone service,No,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.21,5504.76,Yes
Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.49,7545.36,No
Male,Yes,No,No,27,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,96.61,9807.75,No
Female,No,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),86.01,8710.32,Yes
Female,Yes,No,No,5,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),52.35,8347.1,No
Male,No,Yes,Yes,34,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),65.28,610.66,No
Female,No,Yes,No,18,Yes,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),58.04,7065.44,Yes
Female,No,No,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,97.1,2909.29,No
Male,Yes,No,Yes,60,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.71,5280.32,Yes
Female,No,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,57.21,7171.15,No
Female,Yes,Yes,No,39,No,No,No,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),85.42,1946.42,No
Female,Yes,No,No,26,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),31.22,8417.01,No
Male,Yes,Yes,No,60,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.3,7620.9,Yes
Male,Yes,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.94,6688.16,Yes
Male,Yes,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),22.01,8468.3,No
Male,No,No,Yes,9,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1218.91,No
Female,No,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),86.64,5067.18,Yes
Male,Yes,Yes,No,1,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,119.13,831.03,No
Male,No,No,Yes,57,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.52,3575.53,No
Male,Yes,No,No,23,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,106.85,4151.21,Yes
Male,No,No,Yes,48,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,79.26,6561.65,Yes
Female,Yes,Yes,Yes,13,No,No phone service,No,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),110.05,5316.28,No
Male,Yes,Yes,No,66,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,64.54,9304.15,No
Female,No,No,No,42,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),30.29,4692.81,Yes
Male,No,No,No,10,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),113.53,5639.44,No
Female,Yes,Yes,No,40,No,No phone service,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),54.78,2081.68,No
Female,Yes,Yes,No,1,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,67.98,5395.77,Yes
Female,No,No,Yes,64,No,No,No,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,112.51,7795.43,No
Male,No,Yes,Yes,50,No,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,99.46,2757.98,No
Male,Yes,Yes,Yes,19,No,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,109.45,8465.31,Yes
Male,Yes,No,Yes,70,No,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,111.23,3875.74,Yes
Male,Yes,No,No,70,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.31,7192,Yes
Female,No,Yes,No,37,No,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),104.11,9586.59,No
Female,No,No,Yes,46,Yes,No,No,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,44.99,757.75,Yes
Male,Yes,Yes,No,45,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),20.1,875.61,Yes
Female,No,No,No,46,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.63,4215.94,No
Female,No,Yes,No,33,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,42.08,2590.21,No
Male,Yes,No,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),83.83,6844.13,Yes
Female,Yes,No,Yes,14,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),106.89,347.46,No
Male,Yes,No,No,64,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.3,1254.6,No
Female,Yes,Yes,Yes,51,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,71.78,4455.47,No
Male,No,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,118.85,1186.9,No
Male,Yes,Yes,No,6,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),25.07,9963.24,No
Female,Yes,No,No,33,No,No phone service,No,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),68.61,285.58,No
Female,No,No,No,1,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),24.48,8735.06,Yes
Female,Yes,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,70.07,1979.76,Yes
Female,Yes,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),56.86,4418.22,Yes
Male,Yes,No,Yes,21,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),112.8,6135.07,No
Male,Yes,No,No,38,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,32.67,9451.06,No
Female,No,No,No,45,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.5,3424.8,Yes
Male,No,No,Yes,9,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.54,1780.85,Yes
Male,No,Yes,Yes,63,Yes,No phone service,No,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),30.24,131.53,Yes
Female,Yes,No,Yes,7,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.51,9685.65,No
Female,No,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,62.25,5688.1,No
Male,No,No,No,16,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,38.03,2823.06,Yes
Male,Yes,Yes,Yes,34,No,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),116.41,4952.3,No
Female,Yes,Yes,No,26,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),44.95,1884.09,No
Female,No,No,No,11,No,No phone service,No,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,21.19,9284.38,Yes
Female,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,95.91,1573.07,Yes
Female,Yes,No,Yes,4,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,56.27,981.02,No
Male,No,Yes,No,71,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.33,3150.53,No
Male,No,No,No,22,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.58,9011.83,No
Male,Yes,No,No,71,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,26.47,3230.23,No
Male,Yes,No,No,39,No,No,No,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,55.26,4507.14,No
Male,No,No,No,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.64,7875.39,No
Female,No,Yes,Yes,34,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,87.09,2069.89,No
Female,No,Yes,No,24,No,No phone service,No,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,22.22,8544.31,Yes
Female,No,No,Yes,68,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.83,9980.12,No
Male,No,Yes,No,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.6,8496.48,No
Female,Yes,No,No,28,Yes,Yes,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,115.09,553.13,Yes
Female,No,Yes,No,34,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,30.46,9883.7,No
Female,Yes,No,No,63,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,23.06,1511.88,No
Male,No,Yes,Yes,44,No,No phone service,No,No,Yes,Yes,No,No,No,One year,No,Electronic check,83.13,2695.37,Yes
Female,No,Yes,Yes,61,No,No,No,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,76.07,4705.07,No
Female,Yes,No,Yes,29,Yes,Yes,No,Yes,No,Yes,No,No,No,Two year,No,Electronic check,89.98,6570.93,No
Male,Yes,Yes,Yes,67,No,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,61.82,2927.74,No
Male,No,No,Yes,26,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.18,1477.08,Yes
Male,No,No,Yes,27,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),50.61,870.58,Yes
Male,Yes,No,Yes,18,Yes,No phone service,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,37.6,3865.25,No
Female,No,No,Yes,53,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,40.68,3790.23,Yes
Female,No,No,Yes,71,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),55.79,591.1,Yes
Male,Yes,No,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,26.35,205.27,Yes
Male,Yes,Yes,No,59,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,39.76,7528.03,Yes
Male,Yes,No,Yes,35,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),28.85,4633.15,No
Female,Yes,Yes,Yes,12,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),30.97,138.09,No
Male,Yes,No,Yes,27,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.57,75.08,No
Female,No,No,Yes,24,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,40.21,4782.24,No
Female,No,No,No,29,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.78,1957.68,No
Male,Yes,Yes,No,23,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),92.05,3079,Yes
Female,No,Yes,Yes,69,No,No phone service,No,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),110.06,971.7,No
Male,Yes,No,Yes,28,Yes,No,No,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),77.27,9304.07,Yes
Female,Yes,No,No,64,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.67,6768.23,Yes
Female,Yes,Yes,Yes,8,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),31.68,3208.37,Yes
Male,No,Yes,Yes,7,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),20.27,9122.4,Yes
Male,No,Yes,Yes,59,Yes,No,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),52.58,4021.46,No
Male,No,Yes,Yes,49,No,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),46.71,1288.52,No
Male,No,Yes,No,17,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),92.97,8775.87,Yes
Male,No,Yes,Yes,63,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),27.65,7789.78,Yes
Female,Yes,Yes,No,7,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),101.19,2527.61,Yes
Male,No,Yes,Yes,40,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,84.09,9483.2,Yes
Male,Yes,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),75.93,6339.63,No
Male,No,No,No,20,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.52,8513.99,No
